symbol,sector,industry,ipo_date,sym_day0_OTC,sym_1day_ret,sym_5day_ret,sym_22day_ret,sym_91day_ret,sym_252day_ret,iwv_day0_OTC,iwv_1day_ret,iwv_5day_ret,iwv_22day_ret,iwv_91day_ret,iwv_252day_ret
LTRY,Consumer Cyclical,Gambling,6/15/23,0.511627826,-0.149999954,-0.134615353,-0.219230752,-0.263453051,-0.311602222,0.014916401,-0.003555711,-0.011773519,0.033266136,0.017360683,0.012198094
LTRYW,----,----,9/29/23,0.511627826,-0.149999954,-0.134615353,-0.219230752,-0.263453051,-0.311602222,0.014916401,-0.003555711,-0.011773519,0.033266136,0.017360683,0.012198094
CFB,Financial Services,Banks—Regional,8/15/19,0.012413814,-0.002043643,-0.012261601,-0.021798409,-0.041553174,-0.31130794,-0.000837868,0.015034401,0.027972565,0.055405854,0.13782746,0.199628496
SPFI,Financial Services,Banks—Regional,5/9/19,-0.005056189,0.018068711,0.012987103,-0.006775781,-0.080294178,-0.31108667,0.005881337,0.004370039,-0.007146416,0.004311139,0.048681209,0.002082981
SPGC,Consumer Cyclical,Leisure,8/15/23,5.58409061,-0.845702454,-0.904729028,-0.951674145,-0.080294178,-0.31108667,-0.007105517,-0.007470914,-0.009672856,0.015374313,0.048681209,0.002082981
PAVM,Healthcare,Medical Devices,7/27/16,0,1.6,2,1.85,0.6,-0.30999999,-0.003354398,0.001643727,-0.005165846,0.007122862,0.026501816,0.168282043
PAVMZ,----,----,9/22/23,0,1.6,2,1.85,0.6,-0.30999999,-0.003354398,0.001643727,-0.005165846,0.007122862,0.026501816,0.168282043
FBIOP,Healthcare,Biotechnology,11/14/17,-0.00817999,0.004123587,-0.004412483,-0.03505197,-0.039964584,-0.309667658,0.00124729,-0.004983436,0.004983216,0.029899518,0.022114024,0.068604716
FBL,----,----,12/13/22,-0.001561332,0.015898431,-0.07461463,0.198860732,1.12822996,-0.309667658,-0.01946204,-0.00550371,-0.050530837,-0.000476672,0.01195101,0.068604716
FBOT,----,----,6/12/23,0.003861367,0.012716806,0.032106036,0.018525757,1.12822996,-0.309667658,0.006609378,0.007250767,0.015951736,0.042698959,0.01195101,0.068604716
KRNT,Industrials,Specialty Industrial Machinery,4/2/15,0.166666667,-0.033571448,-0.032857146,-0.017142841,-0.035714286,-0.307857173,0.004539539,0.006455747,0.010732708,0.017511256,0.008103544,0.001121057
RLYB,Healthcare,Biotechnology,7/29/21,-0.054959765,0.205673726,0.382978686,-0.078014209,-0.156737587,-0.306383016,0.001032068,-0.006071693,-0.005498857,0.020353641,0.030048989,-0.092438613
PTLO,Consumer Cyclical,Restaurants,10/21/21,0.119230784,0.286254289,0.385223397,0.536769781,-0.174914092,-0.304811021,0.004695222,-0.001483627,-0.003597704,0.027557175,-0.049415025,-0.205199027
SMLR,Healthcare,Medical Devices,2/21/14,0.164999962,0,0,-0.211730986,-0.419170232,-0.302575084,-0.002701027,0.005596871,0.01164534,0.011555522,0.074955977,0.157154273
OZKAP,Financial Services,Banks—Regional,10/29/21,-0.001597481,-0.00320014,-0.00560001,-0.020400091,-0.160099496,-0.302459559,0.0069236,0.004743277,0.018495363,-0.013641624,-0.086912693,-0.160659312
BHFAM,Financial Services,Insurance—Life,11/11/21,-0.010900301,0.00816331,0.01714288,0.020816317,-0.177262473,-0.302280705,-0.003113743,0.007227316,0.007227316,-0.010370748,-0.057469891,-0.158892473
COOP,Financial Services,Mortgage Finance,3/28/12,0.587301599,-0.099999984,-0.330000003,-0.400000016,-0.480000019,-0.300000032,-0.005616649,-0.001562294,0.006009123,-0.000120194,-0.00862676,0.139454437
FENC,Healthcare,Biotechnology,9/15/17,-0.043824716,-0.052916686,-0.021666686,-0.119999965,-0.240833362,-0.300000032,0.002435069,0.002699119,0.001956393,0.026726551,0.139356565,0.186484639
COPJ,----,----,2/2/23,-0.012376237,-0.022305844,-0.032330849,-0.014035122,-0.036842134,-0.300000032,0.004312819,-0.010818387,-0.016599216,-0.032083559,0.039033885,0.139454437
COWS,----,----,9/13/23,0.000279887,0.015709304,-0.000999305,0.050012607,0.000411079,-0.300000032,-0.000820307,0.009499618,-0.004808386,0.08070517,0.072591155,0.139454437
COWG,----,----,12/30/22,0.004807658,-0.014303733,-0.002367008,0.050012607,0.000411079,-0.300000032,0.005467455,-0.004757937,0.013866284,0.08070517,0.072591155,0.139454437
COYA,Healthcare,Biotechnology,12/29/22,-0.037894701,0.036761431,0.028446309,-0.0689278,0.170678272,-0.300000032,0.010002752,-0.002035026,-0.010401105,0.065708049,0.072904862,0.139454437
FHTX,Healthcare,Biotechnology,10/23/20,-0.046315745,-0.050772629,-0.116997833,-0.077814663,-0.243377516,-0.299117041,0.000540947,-0.018679714,-0.045027873,0.042766472,0.137025701,0.339495452
OPRT,Financial Services,Credit Services,9/26/19,0.029936323,0.005565872,-0.047619076,0.050711174,0.320346338,-0.298082849,-0.003495305,-0.005750077,-0.030532846,0.015468052,0.12553961,0.105450678
VRNS,Technology,Software—Infrastructure,2/28/14,0.128205153,-0.018409122,0.206590886,-0.18727274,-0.41999998,-0.297954531,0.002054634,-0.006507797,0.011322282,0.00524023,0.057494302,0.139447859
BTAI,Healthcare,Biotechnology,3/8/18,0.000907375,-0.002719831,-0.050770578,-0.077969146,0.064369905,-0.295557555,0.001048142,0.016506464,0.004804224,-0.043350706,0.037196299,0.016989054
ALVO,Healthcare,Drug Manufacturers—Specialty & Generic,6/16/22,0.177894693,-0.133154587,-0.195710426,-0.391420894,-0.455764041,-0.294012476,-0.012007001,0.003797788,0.037408096,0.076335233,0.06167796,0.216069288
ALVOW,----,----,9/28/23,0.177894693,-0.133154587,-0.195710426,-0.391420894,-0.455764041,-0.294012476,-0.012007001,0.003797788,0.037408096,0.076335233,0.06167796,0.216069288
GRABW,----,----,12/9/20,0.01214577,0.2,0.133333333,0.386666616,0.05600001,-0.293333308,-0.012646236,0.001555207,0.010639587,0.045352867,0.145413677,0.276670403
PNT,Healthcare,Biotechnology,7/8/20,-0.028294214,0.143510762,0.216722083,0.078202957,0.131447576,-0.292845285,0.004907357,-0.006077121,0.006348425,0.059576781,0.132691325,0.420918631
HLVX,Healthcare,Biotechnology,4/29/22,0.017590614,0.050811907,-0.06966998,-0.482451543,-0.1037192,-0.292823473,-0.026431762,0.006661665,0.002513854,-0.002346177,-0.025642295,0.012015903
CMBM,Technology,Communication Equipment,6/26/19,-0.037698424,-0.020618537,-0.005154659,0.028865952,-0.106185542,-0.291752575,-0.004905463,0.005868528,0.022417778,0.041842798,0.056961404,0.057011801
GGLS,----,----,9/16/22,-0.014051165,-0.001316689,0.028979341,0.025957427,0.016713327,-0.289721147,0.000847355,0.007664343,-0.031815211,-0.048407548,0.05376953,0.154533115
SCPL,Communication Services,Electronic Gaming & Multimedia,5/3/19,-0.152777778,-0.028196741,0.017049195,-0.017049195,-0.258360628,-0.287868875,0.005154636,-0.00334194,-0.024373292,-0.046960498,0.020398778,-0.041440381
GLBE,Consumer Cyclical,Internet Retail,5/12/21,0.051546392,0,0.050980362,0.824313743,1.749804029,-0.284705891,-0.014590454,0.011073775,0.017958611,0.052298307,0.073869557,-0.036260411
QQJG,----,----,10/27/21,-0.004040419,0.011724323,0.024259729,0.008113808,-0.176796551,-0.284180909,-0.007792938,0.010980949,0.020845072,0.006477074,-0.0963453,-0.164914212
FIVN,Technology,Software—Infrastructure,4/4/14,-0.038993704,-0.069371694,-0.048429305,-0.106020937,-0.168848165,-0.284031429,-0.019471986,-0.011629102,-0.017890711,-0.001878395,0.043938197,0.1346692
NRC,Healthcare,Health Information Services,5/23/13,0.104972352,0,-0.162999715,-0.195499653,-0.067999857,-0.28399987,0.008005735,-0.000916159,0.002953353,-0.045514751,0.047366216,0.171259055
RING,----,----,2/2/12,-0.006627683,-0.014913769,-0.020800575,-0.058084912,-0.199764772,-0.283642407,0,0.014819633,0.018239403,0.026599404,-0.003752176,0.149936625
NAUT,Healthcare,Biotechnology,8/7/20,-0.005714326,-0.003831414,-0.003831414,0.033524942,0.034482818,-0.283524874,0.003955231,0.002813929,0.006753576,-0.007316476,0.134881066,0.361884258
IBBQ,----,----,6/11/21,0.005108022,-0.000860083,-0.016419106,-0.011336893,-0.03013091,-0.283380491,0.00106753,0.001895969,-0.006438123,0.021842266,0.060411175,-0.07399715
FOX,Communication Services,Entertainment,3/13/19,0.015544101,0.019387659,0.008928502,-0.071173537,-0.067564775,-0.28331066,0.002656057,-0.000541866,0.007525665,0.028330107,0.062977381,-0.026702536
NYXH,Healthcare,Medical Instruments & Supplies,4/28/21,0,0,0,-0.035416683,0.289166689,-0.282500029,-0.0004393,0.00415527,-0.008749829,-0.000199785,0.076563495,-0.026071074
SKGRW,----,----,8/15/22,-0.055555583,0.05882356,-0.05882356,0.176470593,-0.082352932,-0.282352941,0.009403721,0.001485764,-0.018632322,-0.080231269,-0.09697597,0.037256833
FWBI,Healthcare,Biotechnology,10/11/16,-0.015810277,0.100401606,0.006024096,-0.046184739,-0.168674699,-0.281124498,-0.01142767,0.001108298,-0.005225779,0.01290585,0.119615293,0.218970568
PRAX,Healthcare,Biotechnology,10/16/20,0.071703881,-0.019784146,0.151079168,0.132374115,0.564748244,-0.280215799,-0.004480583,-0.015018859,-0.008756882,0.044029066,0.127056585,0.311583573
NYMTZ,Real Estate,REIT—Mortgage,11/18/21,-0.020400009,-0.00163331,0.010616517,-0.00734999,-0.056304312,-0.280184582,-0.00046766,-0.002914959,-0.003850724,-0.040317652,-0.036671637,-0.168854449
CRKN,Basic Materials,Specialty Chemicals,1/8/21,-0.04,-0.114583333,-0.260416667,0.141666624,-0.256250011,-0.279166645,0.000611591,-0.006068557,-0.003318156,0.031346878,0.071029187,0.204748882
EVER,Communication Services,Internet Content & Information,6/28/18,-0.124817857,0.005549411,-0.007769217,-0.139289687,-0.266370703,-0.278579375,0.006266641,0.000678052,0.009369006,0.027815823,0.003711057,0.08748608
QSG,Consumer Defensive,Education & Training Services,1/25/23,-0.086131341,0.003194885,0.00638977,-0.024760416,-0.291533581,-0.27698863,0.011474716,0.010697434,0.016520736,-0.007634915,0.059103107,0.00411882
QRVO,Technology,Semiconductors,1/2/15,0.020289877,-0.039346651,-0.038494304,-0.026704614,0.064772691,-0.27698863,-0.006343001,-0.017022539,0.00245512,-0.000900266,0.030682695,0.00411882
GRI,Healthcare,Biotechnology,2/10/21,-0.173626351,0.010638271,-0.007978737,-0.260638304,-0.317819194,-0.276595778,-0.006103515,0.002202349,0.004574007,0.007411698,0.071568307,0.121476538
GIPR,Real Estate,REIT—Diversified,10/5/21,0,0,-0.168181693,-0.183251205,-0.169147647,-0.275706885,0.006696657,0.00369564,0.003617792,0.073445962,0.00097155,-0.135185938
GIPRW,----,----,9/29/23,0,0,-0.168181693,-0.183251205,-0.169147647,-0.275706885,0.006696657,0.00369564,0.003617792,0.073445962,0.00097155,-0.135185938
GLADZ,----,----,8/18/23,0.003657056,-0.006072936,-0.005789537,0.013967583,-0.169147647,-0.275706885,0.008575935,0.005429138,-0.000119755,0.016247536,0.00097155,-0.135185938
TSL,----,----,8/9/22,-0.03083666,0.045712386,0.110745713,0.014223492,-0.540614976,-0.275672092,-0.00267603,0.022388056,0.044063486,-0.027586709,-0.053546572,0.090967493
QQMG,----,----,10/28/21,0.002366843,0.006690389,0.0247935,0.049468869,-0.114858742,-0.275273438,0.007829663,0.001325333,0.015979124,0.006295882,-0.082415914,-0.178125842
VBNK,Financial Services,Banks—Regional,8/27/21,0,0,0.003809553,0.05142883,0.157334798,-0.27474469,0.008568375,0.003480304,0.006736563,-0.033073672,0.026725388,-0.109671297
OVID,Healthcare,Biotechnology,5/5/17,-0.125,0.04408163,0.133877579,-0.053061193,-0.283265328,-0.273469419,0.003245777,-0.001055046,-0.002250883,0.012730649,0.045569544,0.130089289
DUOL,Technology,Software—Application,7/28/21,-0.050530335,0.001377957,0.041748877,-0.106178573,-0.187665312,-0.273248697,0,0.004565076,0.004143348,0.014615937,0.024014274,-0.100017909
OCG,Consumer Cyclical,Internet Retail,12/15/20,-0.04,0.016666651,0.050000032,-0.166666667,0.058333317,-0.271666686,0.006309459,0.001090508,0.003271308,0.029032346,0.141056616,0.238850642
APLD,Financial Services,Capital Markets,4/13/22,0.031914915,-0.014432927,-0.030927855,-0.628865982,-0.606185566,-0.271133989,0.012677609,-0.011974523,0.00279924,-0.09949055,-0.069095154,-0.065630817
CERT,Healthcare,Health Information Services,12/11/20,0.273578673,-0.117909702,0.03072474,-0.12500005,-0.183035738,-0.271008432,0.002384684,-0.00350382,0.019595562,0.049951148,0.149393963,0.273465488
CETU,Financial Services,Shell Companies,3/28/23,0,0,0.001980149,0.004950419,0.022772231,-0.271008432,0.000923852,0.014372955,0.037800553,0.037448911,0.142160804,0.273465488
CETUR,----,----,9/29/23,0,0,0.001980149,0.004950419,0.022772231,-0.271008432,0.000923852,0.014372955,0.037800553,0.037448911,0.142160804,0.273465488
CETUU,Financial Services,Shell Companies,1/31/23,0,0.018000031,0.021000004,0.021000004,0.046000004,-0.271008432,0.013940304,0.01200885,0.009759873,-0.019943961,0.05078514,0.273465488
CETUW,----,----,9/29/23,0,0.018000031,0.021000004,0.021000004,0.046000004,-0.271008432,0.013940304,0.01200885,0.009759873,-0.019943961,0.05078514,0.273465488
WB,Communication Services,Internet Content & Information,4/17/14,0.244007326,0.11709493,0.009881475,-0.034090923,-0.035573089,-0.269762799,0.004139288,0.003584796,0.007707055,0.009409529,0.075869536,0.135791739
SPRO,Healthcare,Biotechnology,11/2/17,-0.132075472,0.005217428,0.096521709,0.067826064,0.234782592,-0.268695665,0.000786698,0.002948481,0.004585867,0.025548671,0.071427419,0.074950807
UFO,----,----,4/11/19,0.00303273,0.014083289,0.018101458,0.049212224,-0.018740005,-0.268298536,-0.001173918,0.006522847,0.002820854,-0.026736008,0.005274462,-0.038939598
EVMT,----,----,4/26/22,0,0.016544342,-0.031020698,-0.104236192,-0.30303536,-0.266777337,-0.023061657,0.002198857,-0.003194553,-0.048705624,-0.055814736,-0.024187423
WRK,Consumer Cyclical,Packaging & Containers,6/24/15,-0.001103225,-0.023351143,-0.039128801,-0.07052701,-0.146667839,-0.266350397,-0.005883276,-0.002998445,-0.021699711,-0.016311529,-0.02061591,-0.007870043
SNPO,Technology,Electronics & Computer Distribution,7/28/21,0.015750051,0.092173217,0.118016193,0.267536264,0.282918985,-0.264705931,0,0.004564832,0.004142923,0.014615449,0.024014024,-0.100018175
GCT,Technology,Software—Infrastructure,8/18/22,-0.182812554,2.059910746,0.900573645,-0.154238317,-0.641172705,-0.264499664,0.001898228,-0.014834595,-0.033861512,-0.088402481,-0.105321004,0.02563049
AGLE,Healthcare,Biotechnology,4/7/16,-0.023,0.227226203,0.030706244,-0.108495394,-0.519959058,-0.264073695,-0.005977098,0.003090093,0.021964244,0.010355958,0.087038302,0.182481085
OXSQZ,----,----,4/4/19,0.000401616,0.000401466,-0.00441572,0.019671116,0.024789452,-0.264019958,0.001122789,0.005313201,0.004368459,0.021074744,0.018568792,-0.132050244
RNRG,----,----,5/28/15,0.00195438,0.000650012,-0.00455146,-0.024707499,-0.278844203,-0.262564491,0.000709531,-0.005908482,-0.001260556,-0.004884008,-0.061830051,-0.009511326
CLEU,Consumer Defensive,Education & Training Services,5/8/20,-0.019999981,-0.181632622,-0.161224479,-0.175510228,0.518367329,-0.259183665,0.007071142,-0.000176768,-0.029206846,0.103139104,0.173134876,0.504570755
MSFD,----,----,9/8/22,-0.006039731,-0.025937052,0.019982831,0.091814218,0.054640092,-0.258852931,0.012838439,0.016599093,-0.012460071,-0.088052771,-0.013337027,0.119246257
MSFD,----,----,9/8/22,-0.006039731,-0.025937054,0.019982833,0.091814225,0.054640097,-0.258852871,0.012838439,0.016599092,-0.012460205,-0.088052832,-0.013337093,0.119246182
HYW,Financial Services,Asset Management,3/26/21,-0.120000034,-0.035353479,-0.027272678,-0.287575733,-0.382828246,-0.257575739,0.012550704,-0.004047349,0.013196277,0.05569374,0.100320886,0.115167197
ABAT,Basic Materials,Other Industrial Metals & Mining,2/24/16,0,0,0.228571392,0.428571429,3,-0.257142839,0.014633246,0.012386985,0.027074756,0.059026598,0.104456862,0.26669572
SDOT,Consumer Defensive,Farm Products,2/13/20,-0.17837379,0.023316102,-0.04404141,-0.383419643,-0.297927432,-0.256476693,0.004019786,0.001469754,0.00101364,-0.307013985,-0.070770255,0.218942796
SDSI,----,----,10/13/22,-0.000597704,-0.003349328,-0.002392242,0.008821361,0.031485943,-0.256476693,0.045456792,-0.023296377,0.005894934,0.089412875,0.101567039,0.218942796
EFSCP,Financial Services,Banks—Regional,11/11/21,0.003615916,0.002802205,0.004003175,0.010808641,-0.102429992,-0.255525942,-0.003113743,0.007227431,0.007227431,-0.010370749,-0.057469784,-0.15889232
STHO,Real Estate,Real Estate Services,3/28/23,0,-0.022500038,-0.085000038,-0.193500042,-0.250500011,-0.253531591,0.000923852,0.014372955,0.037800553,0.037448911,0.142160804,-0.16756443
STER,Technology,Software—Infrastructure,9/23/21,-0.003703718,-0.014869875,-0.055018571,-0.033828991,-0.245353178,-0.253531591,0.007976477,0.000497689,-0.02084939,0.022604178,0.002736692,-0.16756443
VCSA,Technology,Software—Application,4/9/21,0.000990027,-0.000989048,0.000989142,-0.000989048,-0.013847616,-0.253214595,0.006176604,0.000528389,0.011667612,0.010732458,0.069149227,0.06376417
VINP,Financial Services,Asset Management,1/28/21,-0.045197803,0.00887579,0.088757564,-0.008283928,-0.164496975,-0.252906619,0.00256393,-0.018871952,0.013845363,0.037611874,0.117082308,0.120478959
TIGO,Communication Services,Telecom Services,1/9/19,0.072136889,0.01751463,0.034462128,-0.091899169,-0.118427133,-0.252880398,0.001513927,0.004403477,0.008675066,0.050867593,0.10354298,0.271022836
ALVR,Healthcare,Biotechnology,7/30/20,0.20904759,-0.019298928,0.203229617,0.103190268,0.723513169,-0.251673869,0.007501534,0.005703101,0.026350713,0.080002095,0.165614057,0.400741873
DCGO,Healthcare,Medical Care Facilities,12/17/20,0.014778382,0,0,0.006796087,-0.033009723,-0.251456321,0.001804933,-0.003873516,-0.003828536,0.041933197,0.13539007,0.234696209
VERY,Financial Services,Insurance—Life,8/23/19,0.043750048,0.077844203,-0.011976154,-0.206586914,0.09323027,-0.250836494,-0.020858954,0.010232655,0.0256118,0.042009014,0.147366841,0.206824166
CDZIP,Utilities,Utilities—Regulated Water,6/30/21,0.009771978,0.005645201,0.00604843,0.004435414,-0.045802628,-0.249710183,0.000547364,0.00554872,0.010238078,0.017076364,0.090260071,-0.131283142
TCBX,Financial Services,Banks—Regional,11/9/21,-0.038076914,-0.000399849,0.075569747,0.123150736,-0.084366277,-0.249500188,-0.005162039,-0.009440488,-0.001008851,-0.0157464,-0.063247285,-0.193174878
CCG,Communication Services,Internet Content & Information,9/19/23,-0.421964305,-0.227679925,-0.505406217,0.017599991,-0.142214988,-0.248048741,-0.000510364,-0.008956377,-0.023844171,0.024886435,0.020746037,-0.014106571
CCGWW,Communication Services,Internet Content & Information,9/21/23,-0.263803709,0.395833399,0,0.017599991,-0.142214988,-0.248048741,-0.009582405,-0.00225751,-0.011061494,0.024886435,0.020746037,-0.014106571
CCD,Financial Services,Asset Management,3/27/15,-0.000399849,0.000399724,0.007599834,0.017599991,-0.142214988,-0.248048741,0.002926834,0.012240524,0.004539452,0.024886435,0.020746037,-0.014106571
CIFR,Financial Services,Capital Markets,10/20/20,-0.005025145,0,0,-0.006060552,0.023232374,-0.247474738,-0.001729365,-0.003761724,-0.011928364,0.042169746,0.15826267,0.340695958
CIFRW,----,----,9/28/23,-0.005025145,0,0,-0.006060552,0.023232374,-0.247474738,-0.001729365,-0.003761724,-0.011928364,0.042169746,0.15826267,0.340695958
BIVI,Healthcare,Biotechnology,9/18/20,-0.04857145,-0.024024002,-0.059059076,-0.042042051,2.303303379,-0.247247232,-0.013697225,-0.011212885,-0.024227191,0.039701912,0.175571231,0.368317701
PARAP,Communication Services,Entertainment,3/25/21,-0.078212291,-0.181818176,-0.186060552,-0.137636265,-0.15889742,-0.246700104,0.012573682,0.015629136,0.015800347,0.072321688,0.12322511,0.117154301
RRBI,Financial Services,Banks—Regional,5/3/19,-0.086363636,-0.037014978,-0.013930405,-0.044577171,-0.142288536,-0.246617421,0.005154636,-0.003341753,-0.024373294,-0.046960314,0.020398685,-0.041440385
CNFR,Financial Services,Insurance—Property & Casualty,8/13/15,0.087179526,-0.009433998,-0.012264161,-0.022641577,-0.156603844,-0.245283046,-0.000563061,0.003782707,-0.001448599,-0.058671948,-0.032807614,0.059745903
TRUP,Financial Services,Insurance—Specialty,7/18/14,0.013333299,0.017543927,-0.06403505,-0.240350865,-0.450877155,-0.242982421,0.007706152,-0.002378912,0.005098316,0.000764823,0.049897184,0.096961819
ORGN,Basic Materials,Chemicals,9/4/20,0,-0.005000019,-0.003999996,-0.022000027,0.106999969,-0.240999985,-0.010071936,-0.027566318,-0.024458779,-0.008863528,0.15309853,0.365072267
ORGNW,----,----,9/29/23,0,-0.005000019,-0.003999996,-0.022000027,0.106999969,-0.240999985,-0.010071936,-0.027566318,-0.024458779,-0.008863528,0.15309853,0.365072267
APP,Technology,Software—Application,4/15/21,-0.068571472,-0.064417134,-0.0519938,-0.121779126,0.097546026,-0.240337406,0.004804984,0.003737105,-0.000562623,-0.003777432,0.064953412,0.032557964
WNDY,----,----,9/15/21,0.000316195,-0.009365061,0.000355629,-0.027660346,-0.184731536,-0.240267547,0.007172343,-0.001017237,-0.026563437,-0.00497008,-0.030532655,-0.1267369
GDHG,Consumer Cyclical,Leisure,4/12/23,0.002500057,0,-0.004987586,0.054862787,-0.201995046,-0.240206182,-0.009936116,0.013153406,0.015502222,0.00713186,0.078423895,0.292271992
GDEV,Communication Services,Electronic Gaming & Multimedia,10/5/20,0,0,0,-0.008247415,0.041237173,-0.240206182,0.011614386,-0.012483837,0.02316232,-0.009576012,0.197099105,0.292271992
GDEVW,----,----,9/27/23,0,0,0,-0.008247415,0.041237173,-0.240206182,0.011614386,-0.012483837,0.02316232,-0.009576012,0.197099105,0.292271992
SFM,Consumer Defensive,Grocery Stores,8/1/13,0.146000017,-0.003241114,-0.020194499,-0.078534068,-0.065320341,-0.239341816,0.005225782,0.002353998,-0.009024056,-0.040804398,0.069019553,0.146226965
CLSA,----,----,7/13/21,-0.008902982,-0.00112283,-0.03091912,0.007579356,0.086381165,-0.238364981,-0.004195521,-0.001352904,-0.026361571,0.017819391,0.075396955,-0.139472644
FUV,Consumer Cyclical,Recreational Vehicles,9/21/17,-0.025423729,-0.036521713,-0.166956495,-0.27826087,-0.417391304,-0.238260883,-0.001479398,0.000538656,0.004569178,0.031821717,0.129729622,0.1920391
LILM,Industrials,Aerospace & Defense,11/23/20,0.000949689,0.005692639,0.073055072,0.2220114,-0.032258079,-0.237191652,0.002220548,0.016640561,0.013246636,0.046575014,0.154394283,0.316241212
AMRK,Financial Services,Capital Markets,3/17/14,0.064851916,0.071428531,-0.004511264,-0.118796612,-0.120300555,-0.236834368,0.004295717,0.008376207,0.004099167,-0.014442769,0.062863366,0.13087485
FINW,Financial Services,Banks—Regional,11/19/21,0.018399963,0.060487077,0.003927745,0.054988279,0.34721133,-0.236449284,-0.002125151,-0.004295258,-0.024038898,-0.018071719,-0.047362165,-0.162693967
XDNA,----,----,1/13/22,-0.037940407,0.015492961,-0.036619707,-0.083802787,-0.344436641,-0.235938189,-0.016841893,0.000407151,-0.040402589,-0.054609923,-0.15808171,-0.133869292
XGN,Healthcare,Diagnostics & Research,9/19/19,0.018452464,-0.006429024,-0.140853344,-0.182349546,0.37346576,-0.235534807,-0.001697426,-0.004590783,-0.007057583,-0.007171304,0.092872446,0.133316895
DBX,Technology,Software—Infrastructure,3/23/18,-0.01793105,0.069171392,0.097261254,0.01615172,-0.023525284,-0.233497181,-0.02295044,0.026491093,0.020096527,0.020031386,0.093073247,0.091881866
EPIX,Healthcare,Biotechnology,3/13/15,0.035128805,-0.006787313,0.047511277,0.730769201,0.760181034,-0.233031653,-0.004039751,0.012330497,0.018414772,0.022792797,0.032350349,-0.01568151
TMCI,Healthcare,Medical Devices,4/23/21,0.042040844,0.133568341,0.148452758,0.106149589,-0.010967516,-0.231884055,0.009261854,0.003566666,0.007173231,0.000200449,0.074859633,0.028406162
SLDP,Industrials,Electrical Equipment & Parts,5/18/21,0,0,-0.026099968,0.067000008,0.014000034,-0.230999994,-0.008363267,-0.003463143,0.016908442,0.027078709,0.078897534,-0.050089761
SLDPW,----,----,9/29/23,0,0,-0.026099968,0.067000008,0.014000034,-0.230999994,-0.008363267,-0.003463143,0.016908442,0.027078709,0.078897534,-0.050089761
BRY,Energy,Oil & Gas E&P,7/18/18,0.018518519,0.054545489,0.054545489,-0.073454517,-0.053483486,-0.229745805,0.002335046,-0.0022699,-0.000477978,0.008362534,-0.066963133,0.069184108
FATE,Healthcare,Biotechnology,10/1/13,0.009146333,0.049848932,0.283987938,-0.055891222,-0.093655573,-0.229607252,0.00720991,-0.001569121,-0.012257298,0.036379701,0.064486106,0.164727991
LOCO,Consumer Cyclical,Restaurants,7/25/14,0.264736878,0.434873113,0.612567605,0.339575503,0.067415748,-0.229296667,-0.002120261,-0.000424892,-0.023627539,0.01376866,0.046496179,0.072933417
MTLS,Technology,Software—Application,6/25/14,-0.037499984,0.03030298,0.17316017,0.038961022,-0.046753243,-0.228571455,0.007803756,-0.001021066,0.009189976,0.005515551,0.029019143,0.096740276
MTLS,Technology,Software—Application,6/25/14,-0.037499984,0.03030298,0.17316017,0.038961022,-0.046753243,-0.228571455,0.007803756,-0.001021142,0.009189976,0.005515323,0.029019371,0.096740352
HCDIP,Real Estate,Real Estate—Development,6/10/21,0.00999998,0.015927393,0.018940823,0.037451216,-0.345292324,-0.226691633,0.000634155,0.002812162,-0.002891367,0.030379839,0.056042225,-0.048965389
HCDIW,----,----,9/21/23,0.00999998,0.015927393,0.018940823,0.037451216,-0.345292324,-0.226691633,0.000634155,0.002812162,-0.002891367,0.030379839,0.056042225,-0.048965389
HCDIZ,----,----,9/29/23,0.00999998,0.015927393,0.018940823,0.037451216,-0.345292324,-0.226691633,0.000634155,0.002812162,-0.002891367,0.030379839,0.056042225,-0.048965389
ENPH,Technology,Solar,3/30/12,-0.021333313,0.064032668,0.012261536,0.079019062,-0.309264296,-0.226158078,-0.002873538,0.008285718,-0.006724404,-0.000720778,-0.004152598,0.129920219
BSBK,Financial Services,Banks—Regional,1/16/20,0.016666714,0.003451248,0.007765328,-0.032786895,-0.276962899,-0.226056933,0.00377962,0.002269294,0.001237947,0.016660516,-0.08377328,0.196857704
QQQA,----,----,5/20/21,0.013041309,-0.005197897,0.016711378,0.012387759,0.057505203,-0.225290549,0.009061229,-8.09E-05,0.010355155,0.02041326,0.047299681,-0.074928213
PXS,Energy,Oil & Gas Midstream,11/4/15,-0.090333303,0.119457664,-0.010626619,-0.340417775,-0.344448525,-0.224624454,-0.005509002,-0.001284322,-0.008188923,-0.004576161,-0.037088018,0.012443323
EVLV,Industrials,Security & Protection Services,9/22/20,-0.017171726,0,0.001027773,-0.00308322,0.075539635,-0.224049276,0.005075068,-0.024794102,0.010899372,0.041212807,0.175968951,0.348376739
EVLVW,Industrials,Security & Protection Services,9/29/23,-0.017171726,0,0.001027773,-0.00308322,0.075539635,-0.224049276,0.005075068,-0.024794102,0.010899372,0.041212807,0.175968951,0.348376739
TNDM,Healthcare,Medical Devices,11/14/13,-0.012307661,0.133956319,0.040498378,0.230529556,0.174454776,-0.223260637,0.003833601,0.003819002,-0.006333909,0.000279341,0.040920594,0.148327432
